symbol,date,adjclose,close,high,low,open,volume
WM,2009-11-17 05:30:00.0,26.016089,33.119999,33.139999,32.700001,32.810001,1770100.0
WM,2003-12-11 05:30:00.0,19.528006,29.450001,29.66,29.280001,29.540001,1663200.0
WM,2003-03-27 05:30:00.0,14.476432,21.84,21.84,21.469999,21.700001,1703700.0
PNC,2015-11-02 05:30:00.0,90.216487,91.93,92.199997,90.709999,90.830002,2113900.0
PNC,2015-06-02 05:30:00.0,91.858904,94.639999,94.940002,93.889999,94.440002,2836000.0
PNC,2013-07-03 05:30:00.0,68.571142,73.970001,74.089996,73.209999,73.489998,997700.0
PNC,2011-08-16 05:30:00.0,41.694708,47.040001,47.330002,46.32,47.150002,5601500.0
PNC,2010-08-09 05:30:00.0,50.652648,58.02,59.209999,57.639999,59.18,4955000.0
PNC,2010-05-04 05:30:00.0,57.927191,66.459999,67.769997,65.970001,67.68,5319000.0
CL,2014-01-24 05:30:00.0,59.0472,62.389999,63.950001,62.389999,63.389999,5429400.0
PEP,2012-12-17 05:30:00.0,63.705441,70.370003,70.580002,70.099998,70.260002,5934100.0
PEP,2012-11-27 05:30:00.0,62.982182,70.110001,70.419998,69.690002,69.919998,4794900.0
PEP,2010-03-11 05:30:00.0,54.035347,64.970001,65.0,63.900002,64.199997,7536900.0
PEP,2004-06-01 05:30:00.0,38.828928,53.459999,53.490002,52.950001,53.049999,3321600.0
PEP,2004-05-05 05:30:00.0,39.598825,54.52,54.860001,54.259998,54.299999,3077500.0
DUK,2016-01-15 05:30:00.0,69.874233,72.080002,72.300003,71.019997,71.480003,4819000.0
DUK,2014-03-20 05:30:00.0,62.208705,69.169998,69.260002,68.099998,68.610001,4275400.0
DUK,2008-05-23 05:30:00.0,36.392667,18.209819,18.609815,18.169818,18.509815,1708200.0
DUK,2004-01-23 05:30:00.0,20.374689,21.249823,21.599823,21.189827,21.499823,2453200.0
DUK,2003-10-07 05:30:00.0,16.990267,17.999852,17.999852,17.759855,17.769853,2412800.0
DUK,2001-06-01 05:30:00.0,37.555574,44.189639,45.099631,43.409642,45.099631,1135100.0
DUK,2000-12-19 05:30:00.0,35.678949,85.062545,85.187536,84.312542,84.375046,1562300.0
AAPL,2015-04-08 05:30:00.0,121.907442,125.599998,126.400002,124.970001,125.849998,3.73292E7
AAPL,2014-05-30 05:30:00.0,86.616706,633.000015,644.169991,628.900002,637.979996,1.410052E8
AAPL,2013-06-17 05:30:00.0,57.714464,432.000008,435.700012,430.359997,431.439995,6.48536E7
AAPL,2006-05-08 05:30:00.0,9.402446,71.890003,73.8,71.719999,72.990002,1.487129E8
AVGO,2014-02-20 05:30:00.0,57.025075,59.0,59.029999,57.700001,58.040001,2228200.0
AVGO,2010-10-11 05:30:00.0,20.453545,22.34,22.459999,22.07,22.26,387600.0
TDC,2015-08-03 05:30:00.0,36.529999,36.529999,37.09,36.279999,37.09,1429400.0
AAP,2016-03-31 05:30:00.0,160.276968,160.339996,162.710007,160.25,162.479996,1037300.0
AAP,2012-12-07 05:30:00.0,71.073436,71.620003,72.309998,71.480003,72.239998,424700.0
AAP,2005-04-04 05:30:00.0,32.737004,51.310003,51.409996,50.629995,50.820002,654600.0
AAP,2003-11-07 05:30:00.0,25.520956,80.00001,80.639997,79.469999,80.060011,1299600.0
SBUX,2011-12-12 05:30:00.0,20.599714,44.0,44.060001,43.150002,43.490002,9246200.0
SBUX,2006-12-08 05:30:00.0,16.569812,36.419998,36.849998,36.099998,36.459999,1.10432E7
SBUX,2006-05-23 05:30:00.0,16.192193,35.59,36.549999,35.59,36.299999,9725200.0
SBUX,2001-09-18 05:30:00.0,3.548724,15.6,15.88,15.17,15.56,1.40576E7
OI,2013-01-30 05:30:00.0,22.76,22.76,22.93,22.59,22.68,1320800.0
OI,2010-01-04 05:30:00.0,34.439999,34.439999,34.84,32.880001,32.98,2769200.0
OI,2005-05-19 05:30:00.0,24.08,24.08,24.200001,23.66,23.83,779300.0
MPC,2015-09-28 05:30:00.0,43.518672,45.029999,47.689999,44.57,46.740002,4127900.0
MYL,2005-06-30 05:30:00.0,18.786527,19.24,19.33,19.059999,19.200001,1792600.0
MYL,2002-11-26 05:30:00.0,14.499903,33.970006,34.800008,33.66,34.2,1408000.0
MJN,2013-12-24 05:30:00.0,79.578407,83.330002,83.949997,83.239998,83.300003,522700.0
MJN,2010-08-24 05:30:00.0,47.365945,52.48,52.639999,52.16,52.310001,2046800.0
K,2016-05-19 05:30:00.0,74.740596,75.239998,75.370003,74.540001,74.830002,1877300.0
K,2016-03-21 05:30:00.0,74.988936,75.489998,76.050003,75.389999,75.790001,1480900.0
K,2016-02-11 05:30:00.0,72.712297,73.690002,74.519997,72.230003,72.5,5267100.0
K,2008-11-13 05:30:00.0,38.669705,49.029999,49.09,46.369999,47.279999,2728900.0
GRMN,2011-08-08 05:30:00.0,25.168708,31.0,31.700001,30.16,30.59,2838400.0
GRMN,2007-03-06 05:30:00.0,37.159258,52.73,53.32,52.060001,52.450001,1808000.0
GRMN,2003-03-18 05:30:00.0,11.861131,34.919998,34.959999,33.529999,33.639999,2678800.0
TGT,2005-12-02 05:30:00.0,43.434698,53.860001,54.610001,53.549999,53.68,3675700.0
COP,2016-01-26 05:30:00.0,34.668979,35.349998,35.91,33.439999,35.07,2.86962E7
COP,2013-03-05 05:30:00.0,50.282351,57.66,58.009998,57.360001,57.939999,7151000.0
CELG,2014-11-28 05:30:00.0,113.690002,113.690002,114.5,112.800003,113.449997,2544000.0
CELG,2011-09-08 05:30:00.0,30.42,60.84,61.830002,59.66,59.84,8068600.0
CELG,2008-10-20 05:30:00.0,28.415001,56.830002,57.0,53.119999,56.459999,1.1208E7
MCHP,2016-05-10 05:30:00.0,47.979926,48.34,48.360001,47.549999,47.810001,1546200.0
MCHP,2004-04-26 05:30:00.0,20.433229,31.26,32.400002,30.9,32.0,4133800.0
MCHP,2003-07-22 05:30:00.0,16.337933,25.07,25.27,24.5,24.75,4164000.0
MCHP,2003-02-06 05:30:00.0,14.933533,22.940001,23.440001,22.639999,22.76,4055200.0
GE,2014-05-01 05:30:00.0,24.823315,26.77,26.83,26.639999,26.73,2.57797E7
GE,2013-02-04 05:30:00.0,19.865854,22.309999,22.49,22.280001,22.41,3.58366E7
GE,2009-05-04 05:30:00.0,10.351733,13.1,13.17,12.81,12.96,1.174082E8
GE,2003-12-16 05:30:00.0,19.874233,30.65,30.799999,30.209999,30.42,2.57095E7
PFE,2013-11-11 05:30:00.0,28.419355,31.24,31.299999,31.16,31.219999,1.69077E7
PFE,2013-02-21 05:30:00.0,24.340543,27.41,27.540001,27.23,27.41,2.4517E7
PFE,2012-11-12 05:30:00.0,21.224585,24.110001,24.379999,24.02,24.15,2.35038E7
PFE,2011-05-02 05:30:00.0,17.269479,21.02,21.200001,20.959999,21.139999,3.81921E7
PFE,2006-03-31 05:30:00.0,16.09363,24.92,25.370001,24.83,25.24,2.43847E7
PFE,2003-10-08 05:30:00.0,18.554246,30.66,30.790001,30.48,30.700001,1.49387E7
NTRS,2004-08-03 05:30:00.0,31.705754,40.5,40.900002,40.279999,40.580002,1250100.0
NTRS,2003-11-20 05:30:00.0,34.099054,44.099998,44.810001,44.07,44.779999,845700.0
BBY,2015-02-24 05:30:00.0,35.682641,38.259998,39.029999,37.939999,38.889999,4405400.0
BBY,2005-07-27 05:30:00.0,40.713387,77.890005,78.0,75.199997,75.400005,7470300.0
BBY,2004-10-06 05:30:00.0,28.590318,55.009993,55.150005,54.360003,54.659998,2375400.0
BBY,2002-07-02 05:30:00.0,17.564905,34.240005,36.250005,33.700004,35.650005,5767600.0
DVA,2007-11-23 05:30:00.0,29.155001,58.310001,58.459999,57.900002,57.91,374600.0
DVA,2006-07-19 05:30:00.0,25.43,50.860001,51.150002,49.299999,49.299999,1497600.0
DVA,2004-02-25 05:30:00.0,15.0,45.0,45.24999,44.61999,44.699999,1001400.0
APH,2014-08-06 05:30:00.0,47.975428,97.82,98.230003,96.989998,97.07,942400.0
APH,2009-11-09 05:30:00.0,20.58013,42.900002,42.91,42.130001,42.130001,1475400.0
APH,2007-12-17 05:30:00.0,21.26902,44.48,45.709999,44.470001,45.709999,1906400.0
APH,2005-04-12 05:30:00.0,8.744714,36.790001,37.119999,36.040001,36.900002,1935200.0
APH,2005-01-11 05:30:00.0,8.127783,34.220001,34.73,34.130001,34.57,1956000.0
APH,2002-04-11 05:30:00.0,5.177839,43.599998,45.0,43.450001,44.950001,1044000.0
APH,2001-01-25 05:30:00.0,5.603885,47.187519,48.0,46.875038,48.0,1330400.0
JWN,2013-11-19 05:30:00.0,54.305321,61.869999,62.91,61.82,62.279999,2123000.0
JWN,2013-04-22 05:30:00.0,47.900467,55.139999,55.310001,54.68,55.049999,1101600.0
JWN,2011-06-14 05:30:00.0,37.045404,44.200001,44.450001,43.139999,43.139999,2804700.0
JWN,2007-12-26 05:30:00.0,27.942295,36.540001,37.689999,36.009998,37.689999,3098200.0
JWN,2005-10-25 05:30:00.0,25.179622,33.75,34.490002,33.439999,34.18,1142600.0
JWN,2003-10-09 05:30:00.0,10.283619,28.209999,28.5,27.549999,27.549999,3693000.0
JWN,2001-07-02 05:30:00.0,6.326284,18.1,18.65,18.059999,18.559999,534400.0
AIG,2006-01-24 05:30:00.0,1019.175475,66.540003,67.100001,66.440003,66.970002,311200.0
AIG,2005-11-23 05:30:00.0,1055.59523,69.070002,69.200001,68.13,68.359999,473600.0
AIG,2000-08-04 05:30:00.0,1327.143919,88.625001,88.875001,86.812501,87.937501,165400.0
DE,2006-09-05 05:30:00.0,32.986703,82.449997,82.699997,79.949997,80.199997,7578000.0
DE,2005-08-17 05:30:00.0,25.292224,64.529999,65.019997,64.400002,64.800003,8503800.0
DE,2004-12-27 05:30:00.0,28.181968,72.849998,73.870003,72.550003,73.540001,1644000.0
DE,2001-10-12 05:30:00.0,14.943917,40.810001,41.23,40.41,41.099998,1832800.0
DE,2001-07-27 05:30:00.0,14.864131,40.830002,40.830002,39.990002,40.049999,1872800.0
DE,2000-08-10 05:30:00.0,12.913068,36.3125,37.0,35.8125,36.3125,1221000.0
VMC,2010-09-23 05:30:00.0,34.284982,35.700001,36.630001,35.669998,36.5,1471200.0
VMC,2007-02-06 05:30:00.0,92.74166,106.919998,107.089996,105.449997,105.599998,735700.0
VMC,2001-06-07 05:30:00.0,41.460259,53.75,54.599998,53.099998,53.299999,147800.0
VMC,2000-12-19 05:30:00.0,34.960041,45.75,45.875,45.25,45.25,136800.0
CAH,2016-03-11 05:30:00.0,82.986317,83.879997,84.050003,82.629997,83.080002,1581500.0
CAH,2015-09-24 05:30:00.0,79.816691,81.43,81.669998,80.269997,81.529999,2125600.0
CAH,2011-04-05 05:30:00.0,37.566079,41.860001,42.009998,41.599998,41.900002,1982100.0
CAH,2007-09-13 05:30:00.0,41.080365,67.959999,68.43,67.720001,67.910004,988900.0
CAH,2003-04-15 05:30:00.0,34.736899,58.330002,58.630001,57.560001,57.669998,2695200.0
CAH,2002-12-03 05:30:00.0,37.039431,62.25,62.77,61.549999,62.0,2122500.0
FLS,2006-02-22 05:30:00.0,14.912436,49.98999,50.46999,49.299992,49.299992,935400.0
VRSK,2010-10-28 05:30:00.0,29.59,29.59,29.92,29.43,29.9,457600.0
ADI,2011-08-08 05:30:00.0,26.062868,30.18,31.370001,30.08,30.690001,8762000.0
ADI,2009-06-09 05:30:00.0,21.056879,25.73,26.049999,24.780001,24.940001,8904200.0
ADI,2005-02-10 05:30:00.0,27.255853,36.830002,38.380001,36.43,38.18,7508600.0
ADI,2005-02-08 05:30:00.0,28.136505,38.02,38.759998,37.389999,37.450001,3350400.0
ADI,2001-01-19 05:30:00.0,42.152803,57.3125,58.375,55.5625,58.3125,5100600.0
RL,2013-09-18 05:30:00.0,161.01251,168.119995,169.300003,165.740005,167.100006,831800.0
RL,2006-12-06 05:30:00.0,75.741834,81.919998,82.029999,80.300003,80.400002,847900.0
RL,2006-06-29 05:30:00.0,50.489531,54.650002,54.700001,53.439999,53.549999,537000.0
RL,2005-05-19 05:30:00.0,34.460949,37.48,37.73,37.290001,37.349998,190800.0
RL,2004-08-26 05:30:00.0,33.228327,36.279999,36.900002,36.200001,36.400002,647000.0
ZION,2006-05-04 05:30:00.0,72.016349,80.93,81.089996,80.449997,80.650002,344200.0
FIS,2004-11-05 05:30:00.0,15.844696,35.57,35.650002,35.150002,35.220001,195600.0
FIS,2002-12-31 05:30:00.0,10.857344,24.549999,25.0,23.700001,23.940001,158300.0
UAL,2012-12-07 05:30:00.0,20.51,20.51,20.610001,20.23,20.5,2054800.0
KO,2012-11-19 05:30:00.0,33.265879,37.240002,37.290001,36.810001,36.849998,1.40762E7
KO,2004-06-09 05:30:00.0,18.197217,51.759998,52.0,51.419998,51.900002,1.38334E7
KO,2003-05-08 05:30:00.0,14.785695,42.880001,43.360001,42.720001,43.049999,1.50218E7
KO,2002-10-24 05:30:00.0,16.002687,46.889999,48.18,46.52,48.099998,1.04272E7
KO,2001-03-08 05:30:00.0,16.948595,51.400002,51.470001,50.220001,50.43,9774600.0
FSLR,2007-11-13 05:30:00.0,188.070007,188.070007,199.770004,187.0,187.679993,6464700.0
FSLR,2007-07-24 05:30:00.0,107.160004,107.160004,114.0,106.800003,107.059998,2162900.0
O,2014-10-06 05:30:00.0,38.074547,41.279999,41.540001,41.099998,41.130001,1542700.0
O,2011-06-09 05:30:00.0,26.011101,33.240002,33.84,33.200001,33.84,892900.0
O,2011-01-19 05:30:00.0,26.032859,33.959999,34.490002,33.869999,34.490002,673100.0
O,2009-09-18 05:30:00.0,19.114198,26.93,27.27,26.59,27.129999,1219400.0
O,2003-10-17 05:30:00.0,9.960013,40.599998,40.599998,40.299999,40.580002,536800.0
DISCA,2014-06-05 05:30:00.0,41.016861,80.269998,80.660003,79.220009,79.429995,4809500.0
DISCA,2006-03-20 05:30:00.0,7.40419,14.49,14.590002,14.399998,14.550002,1273200.0
CHK,2012-12-28 05:30:00.0,15.018655,16.559998,16.819999,16.54,16.729996,1.05298E7
CHK,2009-08-03 05:30:00.0,19.398827,22.36,22.529999,21.869997,22.040006,1.71444E7
CHK,2006-07-24 05:30:00.0,24.817908,29.449998,29.640004,28.649996,28.680005,7514500.0
CHK,2006-03-27 05:30:00.0,26.450584,31.499996,31.510005,30.750002,30.990005,6757300.0
CHK,2002-06-18 05:30:00.0,5.886776,7.300002,7.349998,7.209998,7.239996,681200.0
MCK,2001-10-24 05:30:00.0,34.565109,38.490002,39.5,38.34,39.299999,1646300.0
LUV,2015-01-13 05:30:00.0,40.03937,40.48,41.759998,39.939999,40.619999,8366400.0
LUV,2011-01-03 05:30:00.0,12.810528,13.24,13.29,13.02,13.03,4861000.0
LUV,2009-06-23 05:30:00.0,6.03064,6.25,6.39,6.14,6.35,9709200.0
LUV,2009-02-26 05:30:00.0,5.900917,6.12,6.25,6.0,6.2,1.16102E7
LUV,2005-12-19 05:30:00.0,15.887493,16.559999,16.870001,16.459999,16.719999,3663800.0
TRV,2011-07-21 05:30:00.0,50.91175,57.689999,57.810001,56.439999,56.799999,5149900.0
TRV,2011-06-10 05:30:00.0,52.253159,59.209999,60.459999,58.709999,60.459999,6980200.0
TRV,2009-02-05 05:30:00.0,31.543527,38.279999,38.98,38.119999,38.290001,6212000.0
ESS,2014-09-19 05:30:00.0,173.189975,182.669998,182.770004,180.660004,181.600006,1053500.0
ESS,2013-05-08 05:30:00.0,144.792082,158.720001,158.770004,156.899994,157.119995,219800.0
ESS,2013-02-05 05:30:00.0,138.046143,152.559998,154.529999,151.059998,153.899994,489900.0
ESS,2011-05-18 05:30:00.0,115.485182,134.600006,135.369995,133.330002,134.710007,377600.0
ESS,2008-02-07 05:30:00.0,78.793681,106.550003,106.550003,100.760002,101.809998,396900.0
GPN,2016-08-12 05:30:00.0,74.690002,74.690002,75.059998,74.339996,74.650002,571600.0
GPN,2013-08-14 05:30:00.0,23.931635,47.990002,47.990002,46.810001,46.869999,1978400.0
GPN,2012-12-06 05:30:00.0,22.128731,44.43,44.59,43.830002,44.369999,797000.0
GPN,2011-07-20 05:30:00.0,25.894265,52.130001,52.419998,51.880001,52.009998,948200.0
GPN,2006-05-10 05:30:00.0,22.424308,45.599998,46.099998,45.57,45.889999,1106200.0
GPN,2002-09-25 05:30:00.0,6.163457,25.379999,25.799999,25.299999,25.6,437200.0
JCI,2012-05-25 05:30:00.0,27.537118,30.540001,30.98,30.43,30.82,3082600.0
JCI,2009-03-11 05:30:00.0,7.379619,8.68,8.87,8.59,8.78,2.83642E7
JCI,2005-01-26 05:30:00.0,15.496515,59.150007,59.379988,58.809992,59.25,1815300.0
JCI,2001-06-29 05:30:00.0,8.703305,72.46998,73.169998,71.149979,71.500019,3694800.0
JCI,2000-11-10 05:30:00.0,6.778015,57.250019,58.6875,57.1875,58.624981,1230000.0
NWSA,2015-06-17 05:30:00.0,13.982753,14.22,14.34,14.17,14.26,2558200.0
NWSA,2015-04-15 05:30:00.0,15.683889,15.95,16.08,15.94,15.97,4011100.0
LNT,2012-06-19 05:30:00.0,19.506886,45.459999,46.0,45.419998,45.799999,979800.0
LNT,2003-07-07 05:30:00.0,5.906527,20.049999,20.16,19.91,20.0,2024800.0
LNT,2000-09-12 05:30:00.0,7.37999,30.75,31.0,30.25,30.9375,244000.0
DLR,2016-03-28 05:30:00.0,86.192277,86.940002,87.290001,86.279999,86.349998,838800.0
DLR,2015-04-20 05:30:00.0,62.080302,65.800003,66.150002,65.190002,65.309998,1101300.0
DLR,2015-01-13 05:30:00.0,64.978367,69.790001,69.800003,68.989998,69.169998,1223600.0
DLR,2012-05-30 05:30:00.0,56.574778,70.019997,71.309998,69.970001,71.279999,1590300.0
DLR,2011-06-29 05:30:00.0,48.492403,62.02,62.130001,61.240002,61.540001,946900.0
DLR,2008-06-19 05:30:00.0,30.171866,43.23,43.259998,41.77,42.02,583600.0
ED,2014-07-14 05:30:00.0,51.182753,55.939999,56.5,55.880001,56.27,1823700.0
ED,2014-02-10 05:30:00.0,49.133249,53.700001,53.73,53.0,53.27,1935600.0
ED,2011-11-14 05:30:00.0,48.607367,58.369999,59.119999,58.18,58.810001,1393600.0
ED,2011-01-18 05:30:00.0,39.911156,50.110001,50.119999,49.759998,49.869999,1260000.0
ED,2007-01-19 05:30:00.0,30.666201,47.740002,47.990002,47.639999,47.84,1754500.0
ED,2000-12-04 05:30:00.0,17.624046,37.75,38.3125,37.25,37.25,357600.0
PCG,2013-02-20 05:30:00.0,37.79004,43.119999,43.290001,42.939999,43.16,2680000.0
PCG,2010-12-20 05:30:00.0,38.581751,48.419998,48.630001,48.18,48.630001,1638200.0
PCG,2007-12-21 05:30:00.0,31.585467,44.740002,46.32,44.560001,46.25,4098100.0
KEY,2011-11-22 05:30:00.0,6.085404,6.77,6.88,6.67,6.82,1.73525E7
KEY,2007-07-06 05:30:00.0,28.121415,34.93,35.07,34.720001,35.049999,1472700.0
KEY,2001-07-31 05:30:00.0,16.768606,26.75,26.870001,26.389999,26.440001,726100.0
BSX,2014-06-30 05:30:00.0,12.77,12.77,12.86,12.71,12.86,5759100.0
BSX,2009-10-20 05:30:00.0,8.57,8.57,9.33,8.39,9.17,1.384481E8
PM,2014-05-30 05:30:00.0,79.79523,88.540001,88.800003,88.050003,88.25,4173100.0
PM,2014-05-05 05:30:00.0,76.911278,85.339996,85.510002,84.82,85.019997,2328300.0
PM,2013-11-25 05:30:00.0,76.013661,86.290001,87.18,86.209999,87.139999,4688400.0
PM,2012-05-30 05:30:00.0,71.169699,84.879997,85.470001,84.639999,84.949997,4203500.0
PM,2011-08-02 05:30:00.0,56.706681,69.75,70.889999,69.75,70.419998,7059000.0
PM,2011-03-23 05:30:00.0,51.421006,63.84,64.110001,63.080002,63.259998,5225800.0
NI,2016-05-20 05:30:00.0,23.667485,23.82,23.84,23.41,23.620001,4647800.0
NI,2014-03-13 05:30:00.0,12.876193,35.119999,35.130001,34.650003,34.740002,6063500.0
NI,2012-08-23 05:30:00.0,8.375504,24.0,24.230001,23.940002,24.230001,6257900.0
NI,2010-09-22 05:30:00.0,5.508944,17.23,17.350001,17.06,17.08,6785000.0
NI,2000-09-14 05:30:00.0,4.92066,25.75,26.437501,25.6875,26.437501,1564700.0
ALLE,2014-10-30 05:30:00.0,52.029396,52.639999,53.049999,49.240002,50.18,1203500.0
ALLE,2013-11-25 05:30:00.0,43.474346,44.18,45.619999,43.700001,44.279999,727300.0
SWKS,2016-06-10 05:30:00.0,65.272502,65.550003,67.080002,65.419998,66.910004,2417000.0
SWKS,2015-06-04 05:30:00.0,103.641754,105.620003,106.949997,103.610001,104.43,3655100.0
SWKS,2012-02-21 05:30:00.0,24.077792,24.780001,25.469999,24.629999,25.32,2547000.0
SWKS,2006-01-19 05:30:00.0,5.606491,5.77,5.87,5.53,5.57,5951200.0
SWKS,2006-01-13 05:30:00.0,5.295559,5.45,5.57,5.39,5.53,2047800.0
SWKS,2005-09-09 05:30:00.0,7.268034,7.48,7.56,7.41,7.46,3566300.0
SWKS,2002-09-18 05:30:00.0,4.450213,4.58,4.59,4.16,4.25,2092500.0
AJG,2007-01-19 05:30:00.0,19.309768,28.809999,28.889999,28.5,28.549999,345100.0
AJG,2000-10-17 05:30:00.0,14.271838,51.0,52.25,50.875,52.0,274000.0
SLG,2012-06-21 05:30:00.0,68.817836,74.849998,76.629997,74.529999,76.519997,572000.0
SLG,2010-07-19 05:30:00.0,49.680531,54.810001,55.189999,53.68,54.84,1252000.0
SLG,2007-06-05 05:30:00.0,115.288291,141.639999,142.889999,141.050003,142.600006,744400.0
SLG,2004-02-11 05:30:00.0,32.5573,44.299999,44.360001,43.939999,44.360001,142200.0
ADS,2012-10-22 05:30:00.0,144.100006,144.100006,144.119995,142.630005,143.339996,339300.0
ADS,2012-08-14 05:30:00.0,134.570007,134.570007,134.630005,133.0,133.0,624000.0
ADS,2011-12-22 05:30:00.0,105.739998,105.739998,106.5,105.239998,105.970001,321300.0
ADS,2008-12-29 05:30:00.0,45.240002,45.240002,46.48,44.950001,45.459999,1028400.0
ADS,2004-12-09 05:30:00.0,44.080002,44.080002,44.209999,43.490002,43.919998,315200.0
EQIX,2015-08-11 05:30:00.0,262.624786,279.429993,282.48999,276.970001,278.429993,550600.0
EQIX,2014-06-09 05:30:00.0,179.960823,201.699997,203.220001,201.149994,201.580002,737100.0
EQIX,2013-05-29 05:30:00.0,182.771325,204.850006,210.020004,201.699997,209.710007,1473800.0
EQIX,2012-03-12 05:30:00.0,124.018616,139.0,140.470001,137.630005,139.039993,731700.0
EQIX,2008-09-29 05:30:00.0,58.627792,65.709999,72.309998,63.450001,72.309998,1451900.0
EQIX,2005-05-20 05:30:00.0,32.360829,36.27,36.450001,35.610001,36.380001,285800.0
EQIX,2002-01-08 05:30:00.0,85.653145,3.0,3.4,2.9,3.25,25800.0
SPGI,2014-11-21 05:30:00.0,90.129222,91.989998,92.269997,91.419998,91.599998,1135200.0
SPGI,2011-03-30 05:30:00.0,36.498093,40.110001,40.560001,39.759998,40.18,2527300.0
SPGI,2002-01-09 05:30:00.0,22.777565,60.299999,61.5,60.080002,60.5,1059800.0
SPGI,2001-05-08 05:30:00.0,24.577486,65.849998,66.220001,65.349998,65.599998,675000.0
VIAB,2016-05-23 05:30:00.0,39.569706,39.950001,40.98,39.900002,40.009998,4090700.0
VIAB,2015-01-30 05:30:00.0,61.357962,64.419998,66.550003,64.199997,66.5,5959200.0
VIAB,2012-02-17 05:30:00.0,43.953193,48.689999,49.23,48.580002,49.029999,3297800.0
VIAB,2008-02-14 05:30:00.0,35.298669,40.419998,40.82,40.299999,40.82,2140100.0
AMP,2015-12-22 05:30:00.0,104.588223,107.169998,107.739998,100.080002,106.110001,1155800.0
AMP,2009-07-21 05:30:00.0,21.397936,25.1,25.15,24.629999,24.969999,3301700.0
AMP,2007-06-20 05:30:00.0,53.724192,65.379997,67.449997,65.339996,67.400002,863600.0
AWK,2015-01-28 05:30:00.0,54.48266,56.669998,57.310001,56.43,56.869999,943200.0
AWK,2013-03-04 05:30:00.0,36.984251,40.27,40.27,39.48,39.650002,1023200.0
AWK,2008-11-04 05:30:00.0,15.842968,20.15,21.24,19.52,20.75,427400.0
GT,2015-01-05 05:30:00.0,27.269727,27.709999,28.24,27.370001,28.129999,3584000.0
GT,2008-09-29 05:30:00.0,14.459487,14.86,16.370001,14.16,16.139999,6088200.0
GT,2007-09-26 05:30:00.0,29.42496,30.24,31.25,29.0,29.15,6195100.0
GT,2000-11-24 05:30:00.0,15.656706,17.389999,17.49,17.059999,17.120001,501500.0
AVB,2012-11-12 05:30:00.0,116.644506,131.160004,132.369995,130.419998,132.369995,296400.0
AVB,2011-12-23 05:30:00.0,114.104133,131.949997,132.800003,130.809998,132.729996,790600.0
AVB,2011-10-11 05:30:00.0,102.47321,118.5,122.07,117.779999,122.07,766600.0
AVB,2008-09-18 05:30:00.0,71.822085,98.459999,101.739998,88.75,91.550003,3842600.0
AVB,2002-05-03 05:30:00.0,26.150038,47.080002,47.330002,46.93,47.0,214100.0
SWK,2010-10-22 05:30:00.0,53.369361,61.110001,61.259998,60.139999,60.200001,2235500.0
MU,2012-12-21 05:30:00.0,6.32,6.32,6.49,6.18,6.48,5.81444E7
MU,2009-12-17 05:30:00.0,8.73,8.73,8.88,8.7,8.72,1.17482E7
MU,2009-08-31 05:30:00.0,7.37,7.37,7.47,7.28,7.45,1.15379E7
MU,2007-06-18 05:30:00.0,12.55,12.55,12.65,12.44,12.65,1.398E7
MU,2005-07-20 05:30:00.0,12.22,12.22,12.25,11.96,12.04,6234700.0
MU,2003-04-11 05:30:00.0,8.37,8.37,8.78,8.33,8.64,3980300.0
MU,2001-01-26 05:30:00.0,43.9375,43.9375,43.9375,42.125,42.8125,5415800.0
RCL,2012-04-10 05:30:00.0,24.826637,26.719999,27.83,26.5,27.719999,3750900.0
TSN,2009-07-07 05:30:00.0,11.79564,12.66,13.04,12.64,12.76,3649800.0
TSN,2008-09-15 05:30:00.0,11.941453,13.0,13.5,12.61,13.49,6231300.0
TSN,2004-11-24 05:30:00.0,14.784655,16.65,16.799999,16.389999,16.469999,1338600.0
TSN,2004-08-10 05:30:00.0,16.239803,18.33,18.5,18.190001,18.190001,1336300.0
L,2014-01-28 05:30:00.0,44.244034,44.939999,45.060001,44.639999,44.68,874000.0
L,2012-07-11 05:30:00.0,39.382794,40.349998,40.459999,39.880001,40.009998,1078400.0
L,2012-03-30 05:30:00.0,38.852485,39.869999,39.880001,39.400002,39.669998,1252200.0
L,2010-03-17 05:30:00.0,36.150836,37.599998,37.849998,37.5,37.799999,2163800.0
L,2007-02-07 05:30:00.0,41.071514,43.709999,44.25,43.560001,44.099998,1388100.0
L,2002-03-07 05:30:00.0,17.716886,59.300011,59.379988,58.77,59.300011,2131200.0
LVLT,2015-04-22 05:30:00.0,54.240002,54.240002,54.470001,53.889999,54.310001,932200.0
LVLT,2012-02-17 05:30:00.0,21.25,21.25,21.5,21.219999,21.440001,937000.0
LVLT,2011-06-13 05:30:00.0,33.000001,2.2,2.27,2.14,2.2,5.21757E7
LVLT,2009-01-23 05:30:00.0,15.749999,1.05,1.07,0.99,1.0,5003100.0
LVLT,2008-09-16 05:30:00.0,46.199999,3.08,3.25,3.0,3.02,4.26809E7
LVLT,2005-04-01 05:30:00.0,30.3,2.02,2.11,2.0,2.1,4453000.0
LVLT,2002-03-15 05:30:00.0,59.100001,3.94,4.04,3.85,4.0,2374500.0
CMI,2014-02-25 05:30:00.0,136.826651,145.630005,146.580002,143.070007,144.690002,1828200.0
CMI,2011-08-24 05:30:00.0,77.863355,86.580002,86.849998,82.800003,83.849998,2844400.0
CMI,2010-01-11 05:30:00.0,48.443286,55.0,55.41,53.5,53.610001,3159800.0
